No,Name,Weight,Calorie,Protein ,Carbohydrates ,Sugar,Fat ,Saturated ,Fiber,Sodium,Source,Country,Original_Portion
3184,Old Fashioned Chicken Pot Pie,100,33.76623,2.07792,1.8759,0.0481,1.92881,0.51948,0.27417,0.043290043,allrecipes,US,6
3185,Gnocchi Primavera,100,30.10052,0.93892,2.41172,0.14728,1.96068,0.74561,0.24854,0.023012629,allrecipes,US,4
3186,Pork Chops with Apple Curry Sauce,100,23.03491,1.28938,1.89784,1.47771,1.18313,0.27526,0.22697,0.050222864,allrecipes,US,4
3187,Aztec Casserole,100,28.76298,1.64792,1.36678,0.11678,1.90311,1.08564,0.18599,0.034602076,allrecipes,US,6
3188,Barbequed Beef Steak with Orange Marinade,100,42.63628,3.53044,0.84476,0.62958,2.72553,1.08384,0.16736,0.009563277,allrecipes,US,4
3189,Delsuita's Chicken,100,14.49911,1.09117,0.35376,0.18435,0.96661,0.2292,0.07474,0.025410808,allrecipes,US,6
3190,Teri's Dinner in a Pumpkin,100,8.61102,0.32719,0.63248,0.15196,0.55308,0.20398,0.05887,0.022588537,allrecipes,US,10
3191,Chicken Pita and Yogurt Casserole,100,38.04089,2.06575,4.76291,0.70937,1.24724,0.25724,0.51449,0.052228276,allrecipes,US,4
3192,Cherry Jalapeno Mexican Pork,100,16.28752,0.95665,0.85362,0.60833,1.03023,0.35322,0.11774,0.003434116,allrecipes,US,8
3193,Chicken And Artichoke Penne With A White Sauce,100,39.17972,2.00485,4.61901,0.5307,1.48726,0.3538,0.39311,0.055690231,allrecipes,US,4
3194,Springtime Quiche,100,26.10197,1.72666,1.28777,0.38691,1.55919,0.60635,0.12127,0.079114381,allrecipes,US,6
3195,Delicious Spinach and Turkey Lasagna,100,13.27778,1.34407,1.39294,0.27289,0.2566,0.13033,0.20365,0.031361624,allrecipes,US,8
3196,Michele's Ground Beef Casserole,100,26.45169,1.34481,1.81531,0.58164,1.51893,0.64833,0.27044,0.064832584,allrecipes,US,6
3197,Beef on Weck,100,16.26646,1.86935,1.42525,0.10844,0.35115,0.11877,0.07746,0.128066099,allrecipes,US,6
3198,Five Spice Turkey Cheeseburgers,100,46.99539,3.51555,4.1713,1.20221,1.77599,0.75593,0.20037,0.081057943,allrecipes,US,4
3199,Shrimp Enchiladas Suizas,100,25.41553,1.41322,1.47695,0.28115,1.6044,0.88842,0.29989,0.027364807,allrecipes,US,5
3200,Condiment Chops,100,18.06561,1.77777,0.59739,0.34548,0.94287,0.24471,0.06478,0.032388548,allrecipes,US,6
3201,Thai Shrimp Burgers,100,38.67738,3.47208,2.6727,0.11304,1.56647,0.28261,0.24224,0.067019258,allrecipes,US,4
3202,Clam Sauce with Linguine,100,54.79358,2.97746,6.38914,0.36529,2.01944,1.11655,0.37218,0.064787373,allrecipes,US,4
3203,Congo Tofu,100,31.14234,1.1957,2.96562,0.4391,1.7564,0.30399,0.24319,0.022292778,allrecipes,US,5
3204,Sole Supreme,100,26.85505,3.10357,0.90698,0.29052,1.14789,0.42515,0.09211,0.097783572,allrecipes,US,4
3205,Butternut Squash Stuffed Shells,100,20.07458,0.33495,2.02979,0.28136,1.25717,0.75252,0.20544,0.003572784,allrecipes,US,8
3206,Garlic Crab Legs,100,21.48604,1.57215,0.54017,0.08869,1.4754,0.89492,0.08062,0.082235516,allrecipes,US,8
3207,Bourtheto,100,19.26382,1.13003,2.34979,0.24395,0.6197,0.08973,0.32807,0.021310781,allrecipes,US,4
3208,Old Time Chicken Divan,100,30.31808,2.20814,1.10407,0.15772,1.91021,1.01644,0.24535,0.037970616,allrecipes,US,4
3209,Juicy Roasted Chicken,100,27.71971,2.02491,0.07864,0.04587,2.10355,0.48493,0.01311,0.043250611,allrecipes,US,6
3210,Onion Pan-Fried Pork Chops,100,62.69159,3.32246,4.09374,0.13844,3.69821,0.83061,0.25709,0.249184218,allrecipes,US,2
3211,Foglie Chef Doogie's D'Autunno with Chicken and Portobella Mushrooms,100,18.19669,0.76111,2.68576,0.59489,0.43305,0.08311,0.26245,0.026682647,allrecipes,US,8
3212,Herb Rubbed Sirloin Tip Roast,100,27.8013,2.66017,0.1129,0.02117,1.79227,0.628,0.05645,0.074089754,allrecipes,US,6
3213,Green Tomato Pasta Toss,100,28.37746,1.01833,4.39919,0.59063,0.76035,0.31229,0.27834,0.020366599,allrecipes,US,6
3214,Zucchini Risotto,100,15.04146,0.37707,2.95028,0.24448,0.16989,0.08702,0.12845,0.029005565,allrecipes,US,6
3215,Sweet Grilled Shrimp Skewers,100,17.69766,1.53216,2.29414,1.92544,0.26628,0.04916,0.01229,0.018844736,allrecipes,US,8
3216,Baked Chicken with Applesauce Stuffing,100,21.87637,1.16253,1.8496,0.32155,1.07183,0.46171,0.14291,0.030231158,allrecipes,US,8
3217,Smothered Mexican Lasagna,100,21.62587,1.22325,1.93002,0.20236,0.9635,0.40171,0.14498,0.050138182,allrecipes,US,6
3218,Baja-Style Fish Tacos,100,17.62594,0.71369,1.57156,0.1622,0.85066,0.18383,0.20185,0.09047262,allrecipes,US,9
3219,Ocean Packets,100,14.22692,1.62362,0.90741,0.09398,0.48935,0.24954,0.10694,0.015231552,allrecipes,US,8
3220,Baked Ziti II,100,27.52114,1.49546,2.84215,0.55199,1.10006,0.59114,0.2114,0.043454432,allrecipes,US,7
3221,Hunter's Venison Casserole,100,29.01888,2.50931,1.50134,0.33953,1.40585,0.66844,0.18568,0.064191662,allrecipes,US,4
3222,Midwest Brisket,100,51.07313,2.57154,0.2027,0.07154,4.36804,1.65739,0.01987,0.086248013,allrecipes,US,6
3223,Easy Cassoulet Casserole,100,37.07143,1.63331,1.4571,0.13554,2.66345,0.94881,0.33886,0.100302942,allrecipes,US,6
3224,Halibut Steaks,100,12.41169,1.97959,0.31946,0.15711,0.34041,0.04713,0.09427,0.015711001,allrecipes,US,6
3225,Turkey Bacon Avocado Sandwich,100,189.60144,10.10333,12.43234,1.27932,11.44825,3.64113,2.72265,0.577333115,allrecipes,US,1
3226,Red Bowl Spaghetti,100,16.76925,0.79962,1.8597,0.31528,0.64884,0.23303,0.15992,0.023303313,allrecipes,US,8
3227,Home Made Souse,100,10.28605,0.74298,0.21592,0.0255,0.69537,0.28903,0.0255,0.022782335,allrecipes,US,16
3228,Halloween Bloody Baked Rats,100,39.93468,2.35226,3.89425,2.62511,1.68255,0.75239,0.2067,0.104177432,allrecipes,US,4
3229,Easy Vegetarian Red Beans Lasagna,100,30.23026,1.45666,2.43183,0.62167,1.6456,0.87765,0.43883,0.048758487,allrecipes,US,4
3230,Cornish Hens with Coffee Liqueur Sauce,100,29.17153,1.44757,1.22741,1.13384,1.65122,0.62746,0.05504,0.004953656,allrecipes,US,4
3231,Granny's Easy Turkey Pie,100,22.7682,1.33959,1.46227,0.34349,1.29543,0.45144,0.11286,0.051032175,allrecipes,US,6
3232,Lavender Pork Steaks,100,19.58397,2.28311,0.08118,0,1.06545,0.25368,0.06088,0.004058853,allrecipes,US,4
3233,Turkey Sliders,100,62.96721,2.90007,6.95884,0.05297,2.50942,0.68198,0.35092,0.090047738,allrecipes,US,4
3234,Shrimp and Portobello Mushroom Fettuccine,100,36.81717,1.73567,2.42292,0.20688,2.29669,1.36749,0.16129,0.028752459,allrecipes,US,6
3235,Filet with a Merlot Sauce,100,12.95269,1.01864,0.20503,0.04882,0.53698,0.2213,0.00325,0.01139056,allrecipes,US,6
3236,Quinoa Chard Pilaf,100,10.76147,0.46121,1.75835,0.15374,0.2258,0.02883,0.29786,0.015373529,allrecipes,US,8
3237,Julie's Sheperd's Pie,100,26.5318,1.66929,2.00647,0.33165,1.32106,0.58038,0.30401,0.030953763,allrecipes,US,4
3238,Pesto Tofu Pasta,100,16.38939,0.84982,1.31675,0.22413,0.93854,0.19144,0.15409,0.02754911,allrecipes,US,8
3239,Scallops Mascarpone,100,34.72256,1.71668,3.07348,0.25288,1.83825,0.96776,0.2237,0.017507173,allrecipes,US,6
3240,Slow Cooker BBQ Chicken,100,23.88357,1.38679,3.64944,0.97318,0.38522,0.09326,0.15814,0.049875716,allrecipes,US,8
3241,Garlic Balsamic Shrimp,100,26.96149,2.60567,0.94999,0.61523,1.36617,0.20809,0.11762,0.028047192,allrecipes,US,4
3242,Chicken Seitan,100,3.56451,0.51218,0.31492,0.01384,0.00346,0,0.01038,0.03875969,allrecipes,US,12
3243,Upside Down Turkey,100,8.57257,1.06198,0,0,0.44942,0.15834,0,0.00319872,allrecipes,US,18
3244,Citrus Scallops I,100,18.2904,1.48956,1.96068,1.30943,0.55425,0.07621,0.38105,0.073438734,allrecipes,US,4
3245,Green Pepper Pork Chops,100,95.98073,4.37577,1.53808,0.64385,8.00038,2.42038,0.35769,0.015499994,allrecipes,US,2
3246,Tangy Turmeric Chicken Wraps,100,26.86384,1.93385,3.85019,0.60378,0.41127,0.12251,0.25376,0.061253063,allrecipes,US,4
3247,Great Brisket,100,33.48976,1.77048,0.27121,0.18284,2.76085,1.10922,0.00914,0.062469527,allrecipes,US,8
3248,Dragon's Breath Grilled Salmon,100,58.42259,3.12561,0.64265,0.20448,4.81986,0.76923,0.08763,0.041869523,allrecipes,US,4
3249,Baked Ziti IV,100,17.26652,0.78035,1.54657,0.34957,0.86509,0.38488,0.13418,0.028247889,allrecipes,US,12
3250,Cabbage Roll Casserole,100,7.8853,0.38306,0.57124,0.17025,0.46147,0.18593,0.10529,0.018817204,allrecipes,US,12
3251,Quick Vegetable Curry,100,16.11152,0.4723,2.04155,0.20568,0.75797,0.49134,0.47992,0.022091451,allrecipes,US,6
3252,Chicken Alfredo,100,49.04906,2.15207,3.01899,0.40304,3.24712,1.90113,0.28137,0.027376218,allrecipes,US,4
3253,Chicken Penne Italiano,100,25.60428,1.90939,2.74019,0.42269,0.72877,0.20406,0.23321,0.045184016,allrecipes,US,4
3254,Shichimi-Seared Pork Tenderloin,100,25.08043,1.78497,0.37027,0.05938,1.77449,0.87677,0.07685,0.024800981,allrecipes,US,8
3255,Beef Wellington,100,32.99042,1.16176,1.31252,0.04878,2.53636,0.94005,0.05321,0.019067045,allrecipes,US,8
3256,Broccoli,,,,,,,,,0,allrecipes,US,
3257,Succulent Roast Chicken,100,30.11323,3.1117,0.30113,0,1.8001,0.4885,0.10038,0.014722022,allrecipes,US,4
3258,Peter's Baked Stuffed Onions,100,32.22278,0.83232,1.81922,0.44589,2.43752,1.14147,0.15457,0.031509358,allrecipes,US,6
3259,Overnight Casserole,100,15.19087,1.38135,1.03109,0.25974,0.62574,0.29909,0.03542,0.09759937,allrecipes,US,10
3260,Stuffed Turkey Legs,100,25.84405,3.48739,0.36475,0.19127,1.08091,0.29358,0.08452,0.19171745,allrecipes,US,4
3261,Quick Chops,100,49.36001,5.14245,4.26035,3.19057,1.14485,0.37536,0.03754,0.07882587,allrecipes,US,2
3262,Cracker Pork Chops,100,31.04822,2.04698,2.80945,0.07556,1.22956,0.25416,0.11677,0.067316939,allrecipes,US,4
3263,Potato and Pork Bake,100,11.18236,0.60521,1.61924,0.07615,0.25651,0.09218,0.2004,0.017234469,allrecipes,US,8
3264,Xavier Steak,100,106.80529,7.98152,1.18673,0.43058,7.69796,3.47616,0.10502,0.070363369,allrecipes,US,2
3265,Herb,,,,,,,,,0,allrecipes,US,
3266,Chicken Biryani,,,,,,,,,0,allrecipes,US,
3267,Bacon Cheeseburger Upside Down Pizza,100,32.51795,1.40197,1.36303,0.30181,2.34636,0.92978,0.1217,0.046245588,allrecipes,US,6
3268,Irish Stout Beer Pot Roast,100,22.94867,1.3937,1.35357,0.26269,1.32073,0.49619,0.18607,0.046335145,allrecipes,US,4
3269,Curry Fish Stew,100,81.25342,4.26307,1.93113,0.5344,6.42497,3.12139,0.47367,0.017003704,allrecipes,US,2
3270,Wanda's Chicken Noodle Bake,100,16.41671,1.09185,0.92027,0.23397,0.92417,0.46014,0.08189,0.051472825,allrecipes,US,8
3271,Curry Kabobs,100,21.10767,2.22327,2.34113,0.1125,0.25715,0.06964,0.10715,0.005357277,allrecipes,US,4
3272,Cheese Lover's Chicken,100,12.97431,1.39408,0.46274,0.19623,0.60625,0.36023,0.0615,0.037487846,allrecipes,US,12
3273,Sarah's Special Sushi,100,97.58578,2.62874,12.80891,1.51277,4.02991,1.59956,0.35959,0.133916947,allrecipes,US,2
3274,Pollo Rancho Luna,100,49.84694,3.50729,0.52794,0.24146,3.63416,0.91673,0.04911,0.013096076,allrecipes,US,4
3275,Chicken Piccata with Artichoke Hearts,100,25.57545,1.85181,2.05086,0.14477,0.95305,0.32573,0.29557,0.092288761,allrecipes,US,4
3276,Slow Cooker Mongolian Beef,100,38.35434,2.38649,4.72185,3.1962,1.10801,0.37502,0.18751,0.203704177,allrecipes,US,4
3277,Pasta with Vegetables,100,53.60092,1.35041,7.53114,0.67521,2.04639,0.29086,0.62327,0.00415511,allrecipes,US,4
3278,Chipotle Shrimp,100,28.67887,2.08693,2.73663,0.0525,0.88596,0.51189,0.0525,0.069564304,allrecipes,US,4
3279,Erick's Deep Fried Rosemary Turkey,100,3.5619,0.42519,0.01678,0.00062,0.18773,0.04973,0.00124,0.00105676,allrecipes,US,16
3280,Homemade Manti (Traditional Turkish Dumplings),100,42.74385,1.77082,4.91554,0.71749,1.77082,0.49613,0.32821,0.030531321,allrecipes,US,4
3281,Pork Chile Rojo (Pulled Pork with Red Chile Sauce),100,6.60009,0.66228,0.30392,0.14062,0.31526,0.11567,0.08845,0.019505424,allrecipes,US,8
3282,Candied Salmon,100,24.24242,1.41313,2.62525,2.36333,0.90148,0.36546,0.07918,0.007309274,allrecipes,US,6
3283,Blackened Tuna Steaks with Mango Salsa,100,37.40088,3.43794,1.4944,0.75128,2.01703,0.29398,0.33481,0.100443421,allrecipes,US,4
3284,Rita's Pasta and Meat Sauce,100,39.52056,1.76868,4.23684,0.89433,1.77867,0.72946,0.34974,0.0629531,allrecipes,US,4
3285,Taco Pies,100,29.74052,0.99301,1.86128,0.17964,2.04092,0.83832,0.22455,0.03493014,allrecipes,US,8
3286,Grandma Kay's Chicken Enchiladas,100,16.39428,0.88611,1.56537,0.01277,0.72012,0.36517,0.08427,0.030643514,allrecipes,US,12
3287,Pan Fried Halibut Steak with Light Green Sauce,100,39.29815,3.69865,1.2304,0.02237,2.08795,1.11109,0.14168,0.032810601,allrecipes,US,4
3288,Italian Country Style Ribs,100,24.89281,1.93565,0.85335,0.54947,1.46943,0.46622,0.16234,0.031636348,allrecipes,US,6
3289,Oven BBQ,100,19.92019,1.51073,1.0428,0.86566,0.95924,0.26739,0.02005,0.027072736,allrecipes,US,6
3290,Apple Radish BBQ Ribs,100,38.07785,1.50486,2.7911,2.25411,2.27958,0.72802,0.05519,0.066859108,allrecipes,US,4
3291,Chicken and Bow Tie Pasta,100,42.69219,2.24444,3.64364,0.62558,1.98657,1.28936,0.25787,0.082137092,allrecipes,US,4
3292,Hamburger Pie,100,16.56897,0.88316,1.69597,0.4025,0.71512,0.32825,0.16022,0.036342321,allrecipes,US,6
3293,Portuguese Chourico,,,,,,,,,0,allrecipes,US,
3294,Pork Tenderloin Canton,100,31.87935,2.44739,1.34562,0.72248,1.82426,0.38833,0.09031,0.028899124,allrecipes,US,4
3295,Mac and Cheese II,100,58.48216,2.73517,5.27239,0.6658,2.90611,1.79945,0.17995,0.073777498,allrecipes,US,4
3296,Key West-Style Baked Grouper,100,32.97693,3.28317,0.799,0.3995,1.85223,1.09681,0.12348,0.086437329,allrecipes,US,4
3297,Gram's Chicken Pot Pie,100,31.14596,1.60413,1.5612,0.23028,2.01395,0.59716,0.10148,0.035517324,allrecipes,US,6
3298,Roast Beef with Coffee,100,32.50841,3.02233,0.16815,0,2.09968,0.8278,0.00431,0.012072088,allrecipes,US,5
3299,Delicata Delish,100,26.19607,0.74547,3.41385,0.31352,1.19136,0.46679,0.41106,0.005573631,allrecipes,US,4
3300,Creamy Slow Cooker Marsala Pork,100,20.62626,1.23491,1.68214,0.24031,0.82105,0.20025,0.0801,0.049396231,allrecipes,US,6
3301,Vienna Schnitzel,100,22.39512,1.31809,1.86351,0.11983,1.03299,0.21073,0.08264,0.013635406,allrecipes,US,6
3302,Honey Smoked Turkey,100,10.50642,1.11884,0.41084,0.39947,0.46767,0.12829,0.00487,0.012666162,allrecipes,US,16
3303,Brenda's Italian Style Patties,100,18.45159,1.06089,0.52285,0.12767,1.32535,0.54108,0.05776,0.035565661,allrecipes,US,12
3304,The Mighty Chicken Stuff,100,27.12919,1.30461,2.01044,0.19736,1.56888,0.74931,0.1405,0.043486987,allrecipes,US,8
3305,Mushroom Slow Cooker Roast Beef,100,14.56238,0.91578,0.2327,0.04129,1.05465,0.42036,0.03378,0.016889356,allrecipes,US,8
3306,Tater Tot Casserole II,100,22.48929,0.94994,2.0722,0.21208,1.31224,0.3623,0.17231,0.061414748,allrecipes,US,6
3307,Bean Potato Enchiladas,100,21.52467,0.76583,2.47874,0.15407,0.9924,0.47581,0.35346,0.033080022,allrecipes,US,8
3308,Trout with Fiddlehead Ferns,100,74.9933,6.69583,4.12166,0.37199,3.08008,0.62494,0.20831,0.061006458,allrecipes,US,2
3309,German Schwenkbraten,100,20.188,1.20316,0.50939,0.19063,1.48754,0.36251,0.11875,0.003437586,allrecipes,US,8
3310,Beans,,,,,,,,,0,allrecipes,US,
3311,Roasted Butternut Squash and Garlic Lasagna,100,11.12307,0.34124,1.09918,0.22968,0.63326,0.33468,0.09843,0.009187196,allrecipes,US,12
3312,Shrimp Pad Thai,100,50.05922,1.86912,6.35687,0.8883,2.14672,0.34236,0.6107,0.045340144,allrecipes,US,4
3313,Duck Fried Rice,100,39.51944,2.18147,3.77279,0.09485,1.65455,0.55854,0.11592,0.055854147,allrecipes,US,4
3314,Shrimp Creole III,100,11.64341,1.00061,0.85246,0.16114,0.43663,0.06497,0.07537,0.026249652,allrecipes,US,8
3315,Haddock Bubbly Bake,100,17.96657,2.38162,0.37604,0.11142,0.71727,0.34123,0.02089,0.037604457,allrecipes,US,6
3316,Mom's Smoked Salmon Fried Rice,100,19.26596,0.54264,3.23062,0.05889,0.42065,0.07992,0.08413,0.008413082,allrecipes,US,6
3317,Portabella Basil Sub,100,170.11081,4.61216,25.69632,2.99491,5.66038,2.69542,1.82689,0.95837077,allrecipes,US,1
3318,Dave's Low Country Boil,100,8.14053,0.76219,0.51639,0.0575,0.33148,0.10373,0.06201,0.017814459,allrecipes,US,15
3319,Hummus and Prosciutto Wrap,100,32.07274,1.85929,2.23115,0.30678,2.17537,0.64145,1.32939,0.081808716,allrecipes,US,4
3320,Queso Catfish,100,39.76572,2.81599,1.54744,0.25191,2.38414,0.65676,0.10796,0.071974161,allrecipes,US,4
3321,Honey Pork Oriental,100,38.00911,2.68598,1.81318,1.26134,2.21861,0.68135,0.16893,0.073202732,allrecipes,US,4
3322,Braised Beef Short Ribs,100,19.94499,0.68203,0.8144,0.11442,1.54355,0.65062,0.10993,0.01458295,allrecipes,US,10
3323,Haystacks,100,21.76465,0.63166,2.56438,0.25404,1.1054,0.31583,0.50464,0.058359481,allrecipes,US,6
3324,Fish and Chips,100,26.84284,1.8637,0.6815,0.06259,1.82197,0.26426,0.04172,0.012517385,allrecipes,US,4
3325,Tuna Casserole II,100,27.67937,1.25267,2.98748,0.31855,1.15367,0.34438,0.1808,0.045630061,allrecipes,US,6
3326,Grilled Eggplant Moussaka,100,10.03323,0.4294,0.84351,0.27376,0.57809,0.21956,0.20289,0.005697538,allrecipes,US,8
3327,Citrus Scallops II,100,38.1013,3.2172,1.31762,0.1098,1.69095,0.52705,0.06588,0.04062675,allrecipes,US,4
3328,Flash-blasted Broccoli and Feta Pasta,100,21.65158,0.69417,2.73813,0.30852,0.86496,0.22037,0.2369,0.023139094,allrecipes,US,8
3329,Pork Tenderloin with a Honey Grape Sauce,100,19.34009,2.02924,1.27469,1.09887,0.67397,0.21245,0.05128,0.04029186,allrecipes,US,6
3330,Chicken Tequila Fettuccini,100,46.65386,2.49697,3.59381,0.23251,2.33017,1.33947,0.24262,0.055095026,allrecipes,US,4
3331,Pineapple Pizzas,100,49.31047,2.57946,4.1563,1.34897,2.55211,1.12111,0.20964,0.13854329,allrecipes,US,4
3332,Cola Pot Roast I,100,13.72486,0.89381,0.5168,0.26264,0.88957,0.31347,0.05083,0.049561991,allrecipes,US,8
3333,Slow Cooker Italian Moose Roast Sandwiches,100,12.08177,1.12895,1.64391,0.11318,0.08488,0.02547,0.0764,0.07045342,allrecipes,US,12
3334,Sweet Pork with Beets,100,22.7258,0.97198,3.94346,2.64286,0.35176,0.07868,0.07868,0.029159377,allrecipes,US,6
3335,Chicken Newburg,100,34.61006,1.9203,2.7167,0.43914,1.764,0.31261,0.41681,0.072941632,allrecipes,US,4
3336,Apple Cheddar Pork,100,70.20537,4.39604,1.64031,0.74361,5.11777,2.2527,0.13122,0.050302911,allrecipes,US,2
3337,Sunny's Creamy Chicken Pork Chops,100,26.702,1.74276,1.19242,0.2446,1.62046,0.49939,0.07134,0.100896861,allrecipes,US,3
3338,Chicken and Pasta Casserole with Mixed Vegetables,100,25.99231,1.30291,2.32944,0.18425,1.30291,0.38824,0.24347,0.059222994,allrecipes,US,6
3339,Crab and Mushroom Enchiladas,100,22.64757,0.90103,2.4547,0.28736,1.02766,0.52601,0.14611,0.066238068,allrecipes,US,8
3340,Zucchini and Shells,100,30.44617,0.78628,4.68812,1.8918,1.01684,0.20692,0.31924,0.038427204,allrecipes,US,4
3341,Devil Curry,100,13.73952,1.34434,1.35915,0.18359,0.32572,0.0533,0.20136,0.003849434,allrecipes,US,6
3342,Moussaka Cottage Pie,100,11.86864,0.96796,0.94744,0.20864,0.47201,0.13339,0.11629,0.019496044,allrecipes,US,8
3343,Hamburger Potato Casserole,100,24.75947,1.35778,1.05059,0.24575,1.65268,0.74954,0.06144,0.033176462,allrecipes,US,6
3344,Butternut Squash Pizzas with Rosemary,100,55.49792,1.44862,9.48456,0.9005,1.34095,0.20555,0.66558,0.092985925,allrecipes,US,4
3345,Cheater's Enchiladas,100,24.60127,0.87043,1.73043,0.0417,1.64182,0.95382,0.26582,0.018242468,allrecipes,US,8
3346,Ricotta Eggplant Rolls,100,17.20253,0.76786,1.58632,0.24107,0.90477,0.33631,0.22024,0.03482174,allrecipes,US,8
3347,Restaurant-Style Extra Crispy Chicken,100,18.30835,1.30808,0.92961,0.04967,0.99584,0.22708,0.03312,0.057006609,allrecipes,US,6
3348,Succulent Salmon Wraps,100,58.40877,3.17294,5.03097,0.30491,2.82992,0.89566,0.1334,0.088613626,allrecipes,US,4
3349,Squash and Zucchini Casserole,100,19.92656,0.91065,0.71481,0.26438,1.56181,0.9743,0.21542,0.035250918,allrecipes,US,5
3350,Tater Tot Hot Dish I,100,28.32433,1.20795,2.76995,0.22909,1.60366,0.42174,0.24471,0.061438814,allrecipes,US,5
3351,Lime-Curry Tofu Stir-Fry,100,26.0297,1.12693,1.28005,0.61859,2.37636,1.26168,0.22049,0.052671873,allrecipes,US,4
3352,Champagne Lobster,100,34.68464,4.43014,0.9496,0.21728,0.13278,0.02414,0.04828,0.188713409,allrecipes,US,2
3353,Fettuccini Carbonara,100,40.56581,1.71777,4.28121,0.31713,1.88955,0.75978,0.21142,0.049551067,allrecipes,US,6
3354,Pork Cutlets with Cranberry Wine Sauce,100,32.05706,2.45142,2.89415,1.80372,0.6477,0.17217,0.11478,0.010658359,allrecipes,US,4
3355,Beef and Mushroom Stuffed Peppers,100,42.08311,2.57408,1.23444,0.31562,2.9879,1.20638,0.1543,0.08977731,allrecipes,US,3
3356,Lazy Lasagna I,100,22.81638,1.23332,1.96033,0.40894,1.11972,0.54201,0.15579,0.043815236,allrecipes,US,8
3357,Chicken Cacciatore,100,29.3701,1.96321,0.55199,0.33849,1.91635,0.59886,0.04687,0.014580903,allrecipes,US,6
3358,Whole Wheat Pasta Marinara,100,29.80775,1.29626,6.3498,0.80782,0.15029,0.02505,1.22738,0.045087357,allrecipes,US,4
3359,Super Easy Polish Cabbage Rolls,100,8.54022,0.78181,0.87914,0.27002,0.22606,0.09733,0.17269,0.012873124,allrecipes,US,8
3360,EZ Meatloaf,100,21.22131,1.1217,1.34257,0.49372,1.21698,0.4634,0.15158,0.036379385,allrecipes,US,8
3361,Seafood Lasagna I,100,28.28576,1.55965,2.68322,0.23571,1.21786,0.62072,0.11786,0.055392956,allrecipes,US,6
3362,Grilled Sausage with Potatoes and Green Beans,100,42.89747,2.23161,1.67963,0.45736,3.02806,1.08032,0.35485,0.181367988,allrecipes,US,4
3363,Flavorful Beef Stir-Fry,100,17.58673,0.80661,2.76627,0.31735,0.36496,0.07934,0.30942,0.042049476,allrecipes,US,4
3364,Triple Dipped Fried Chicken,100,20.45534,1.31211,2.26525,0.01238,0.5756,0.16092,0.09903,0.056940735,allrecipes,US,6
3365,Grilled Mediterranean Vegetable Sandwich,100,22.89095,0.5787,3.10571,0.34722,0.95165,0.15432,0.35365,0.032150206,allrecipes,US,6
3366,Tex-Mex Pork,100,14.0434,1.21443,0.90957,0.55474,0.61971,0.2199,0.13494,0.045478625,allrecipes,US,8
3367,Bobotie from Boschendal Manor House,100,20.11821,1.27433,1.12792,0.73206,1.18215,0.42297,0.10303,0.022233068,allrecipes,US,8
3368,Greek Pasta with Tomatoes and White Beans,100,23.92096,1.21685,4.10816,0.43162,0.30681,0.16641,0.59802,0.030681227,allrecipes,US,4
3369,Enhanced Spaghetti,100,5.10758,0.18509,1.02386,0.0492,0.02577,0.00469,0.05857,0.0124175,allrecipes,US,8
3370,Carolyn's Sensual Sea Bass Fillets with Crawfish and Crab Sauce,100,40.14445,3.09615,0.73216,0.06205,2.73628,1.3154,0.03102,0.035987293,allrecipes,US,4
3371,Italian Broccoli Rabe Grinder,100,69.40227,2.68066,3.32263,0.15616,5.04902,1.5789,0.40774,0.113646222,allrecipes,US,4
3372,Rosemary Turkey Meatloaf,100,19.46571,1.12385,2.53269,1.46262,0.52697,0.15056,0.10755,0.04355588,allrecipes,US,8
3373,Veggie Pasta Minus the Pasta,100,7.08759,0.11813,1.05272,0.11118,0.30574,0.04517,0.11813,0.002432016,allrecipes,US,6
3374,Tortilla Chip Casserole,100,33.54618,1.68888,3.00296,0.3933,1.6241,0.40255,0.19896,0.08467518,allrecipes,US,5
3375,Italian Meatloaf in Zucchini Boats,100,23.8299,1.39141,1.79924,0.63973,1.21948,0.39583,0.25189,0.064372706,allrecipes,US,6
3376,Quick and Easy Shrimp Fajitas,100,25.22671,1.36282,3.24033,0.34795,0.69591,0.15223,0.24647,0.073215464,allrecipes,US,6
3377,Sausage,,,,,,,,,0,allrecipes,US,
3378,Whit's Chicken Enchiladas,100,29.14345,1.57276,1.59752,0.08669,1.81631,0.8999,0.09907,0.0375645,allrecipes,US,8
3379,Beef Asado,100,17.92492,1.11645,0.97619,0.28052,1.06035,0.39272,0.14026,0.032820271,allrecipes,US,6
3380,Pheasant Pesto Pasta,100,82.34391,6.79898,5.718,0.53163,2.84719,1.0101,0.39577,0.028353712,allrecipes,US,2
3381,Apple Cranberry Stuffed Pork Chops,100,20.86115,1.51476,1.46161,1.18257,0.99655,0.44513,0.08637,0.031225294,allrecipes,US,5
3382,Baked Chicken and Stuffing,100,20.25021,1.9228,1.07579,0.13143,0.86161,0.30667,0.04381,0.052572652,allrecipes,US,8
3383,Turkey and Grape Wraps,100,55.01184,3.96212,3.40174,1.08919,2.80979,0.65509,0.20521,0.059194949,allrecipes,US,4
3384,Sweet Orange Chicken I,100,39.36378,2.72471,1.01485,0.75037,2.68781,0.57816,0.0492,0.018451773,allrecipes,US,4
3385,Hawaiian Style Pasta,100,59.97877,2.78132,6.12527,1.22081,2.71762,0.92357,0.43524,0.187898089,allrecipes,US,4
