No,Name,Weight,Calorie,Protein ,Carbohydrates ,Sugar,Fat ,Saturated ,Fiber,Sodium,Source,Country,Original_Portion
3386,Mediterranean Made Rights (Loose Meat Sandwiches),100,27.42211,1.49064,2.32736,0.28828,1.32189,0.52032,0.1125,0.047812911,allrecipes,US,6
3387,My Mom's Sausage & Rice Casserole,100,31.74267,1.1877,2.12796,0.21209,2.05019,0.63627,0.1626,0.127253446,allrecipes,US,6
3388,Special Italian Meat,100,19.8122,2.00317,1.21288,0.29087,0.71895,0.24697,0.06586,0.0268919,allrecipes,US,8
3389,Grilled Kingfish,100,58.49057,3.09869,0.8926,0.71118,4.70972,0.92163,0,0.151669086,allrecipes,US,4
3390,Rigatoni,100,26.09621,1.337,4.6993,0.42091,0.32187,0.06933,0.71802,0.009408502,allrecipes,US,4
3391,Italian Rib Eye,100,103.87658,4.88548,0.54925,0.15418,9.04825,2.74627,0.04818,0.200429768,allrecipes,US,3
3392,Idaho Finger Steaks,100,25.23549,1.4001,1.49456,0.10796,1.47432,0.45208,0.05398,0.048244312,allrecipes,US,6
3393,Aunt Fannie's Dinner,100,18.81345,1.37255,1.52046,0.33722,0.84601,0.31947,0.17157,0.033130606,allrecipes,US,6
3394,Tofu Masala,100,21.17887,1.0717,2.13702,0.29344,1.07808,0.14034,0.55499,0.020413371,allrecipes,US,3
3395,Chicago Style Stuffed Pizza,100,46.67158,2.02487,5.0323,0.33195,1.99167,0.78339,0.22572,0.109542114,allrecipes,US,5
3396,Slow Cooker Buffalo Brisket,100,10.40482,1.9509,0.07226,0.02409,0.20232,0.06744,0.01445,0.003853639,allrecipes,US,6
3397,Oklahoma Brisket,100,20.04145,0.97763,1.16012,1.08843,1.27744,0.50185,0.00652,0.026070181,allrecipes,US,8
3398,Venison and Wild Rice Stuffed Acorn Squash,100,22.71953,0.86049,3.19435,1.86956,0.81097,0.48906,0.21048,0.013000278,allrecipes,US,4
3399,Cornish Pasty,100,31.97634,1.49567,2.92257,0.14326,1.56443,0.81947,0.2063,0.0206299,allrecipes,US,6
3400,Silver Dollars,100,31.52394,1.88806,1.39919,0.27815,1.99764,0.80074,0.21915,0.021072151,allrecipes,US,4
3401,Leftover Ham Compote,100,29.82126,0.90135,5.16838,4.57387,0.80546,0.27808,0.38355,0.05273857,allrecipes,US,4
3402,Stuffing without a Turkey,100,20.69931,0.89042,2.34361,0.25826,0.84416,0.30451,0.212,0.035077034,allrecipes,US,8
3403,Sausage Potato Bake,100,22.94274,1.04522,1.96466,0.19083,1.21002,0.42069,0.2342,0.078066044,allrecipes,US,6
3404,Battered Balsamic Fish,100,24.07132,2.08519,2.28826,0.29718,0.65874,0.09906,0.12382,0.031203566,allrecipes,US,6
3405,Apple Flavored Pot Roast,100,30.94016,1.63295,1.99627,1.08212,1.80484,0.72272,0.13673,0.023830173,allrecipes,US,6
3406,Stromboli,100,25.49816,1.0679,2.72006,0.63068,1.1066,0.34823,0.18185,0.082801316,allrecipes,US,8
3407,Asparagus and Mushroom Puff Pastry Pie,100,26.11748,0.46337,1.61479,0.16382,2.05476,0.85654,0.17786,0.014977767,allrecipes,US,8
3408,Shrimp in Avocado Cream Sauce,100,113.19676,4.07813,1.50548,0.09528,10.36684,5.67889,0.76227,0.074321105,allrecipes,US,2
3409,Sauerkraut-Stuffed Slow-Cooked Pork Roast,100,22.07792,2.77809,0.16375,0.06211,1.07284,0.35573,0.10164,0.031055901,allrecipes,US,6
3410,Pierogies and Cabbage,100,30.06131,0.84082,3.49723,1.07893,1.41377,0.41669,0.40925,0.070688732,allrecipes,US,4
3411,Easy Turkey Stuffing Roll-Ups,100,32.9082,1.35812,3.39529,0.32212,1.44517,0.24376,0.12188,0.162799808,allrecipes,US,4
3412,Mustard Fried Chicken,100,10.99832,0.54717,0.88811,0.0275,0.56366,0.11823,0.04949,0.014297812,allrecipes,US,10
3413,Chinese Sausage Fried Rice,100,18.87694,0.58678,2.94753,0.34115,0.57313,0.05004,0.1592,0.025472492,allrecipes,US,8
3414,Red Wine Pork,100,18.40217,1.57791,0.31558,0.18853,1.04101,0.42624,0.04918,0.018853,allrecipes,US,8
3415,Fish in a Red Sauce,100,10.90921,0.85979,0.93375,0.50848,0.4715,0.06472,0.22188,0.027735276,allrecipes,US,6
3416,Paul's Fettucini Chicken,100,21.49774,1.3431,2.06507,0.16133,0.85104,0.1936,0.1694,0.039526808,allrecipes,US,8
3417,Venison Bacon Burgers,100,31.35287,2.55516,1.65564,0.05866,1.54483,0.45628,0.08474,0.037154124,allrecipes,US,6
3418,Dad's Spaghetti,100,23.90578,1.38513,2.70346,0.48163,0.82967,0.30585,0.15117,0.030936896,allrecipes,US,6
3419,Tacos in Pasta Shells,100,42.40222,2.05954,2.74605,0.24807,2.5499,1.35572,0.13269,0.060574593,allrecipes,US,6
3420,A Pad Thai Worth Making,100,47.34444,2.64441,5.29519,0.72642,1.77143,0.33135,0.35046,0.101315831,allrecipes,US,3
3421,Pressure Cooker Chicken with Duck Sauce,100,33.5599,2.80274,1.35577,1.06395,1.76919,0.46206,0.01216,0.018239078,allrecipes,US,4
3422,Ellen's Buffalo Meatloaf,100,19.67898,2.61653,1.38522,0.80255,0.40677,0.12093,0.1759,0.105540897,allrecipes,US,4
3423,Simply Traditional Lasagna,100,23.60329,1.40465,2.00436,0.38484,1.10961,0.47142,0.1828,0.046501038,allrecipes,US,8
3424,Hamburger Jazz,100,31.65382,2.07798,2.05564,0.29047,1.58641,0.63308,0.08193,0.063307638,allrecipes,US,4
3425,Grilled Chicken Wraps,100,40.34954,3.36626,0.28875,0.09119,2.75836,0.88906,0.04559,0.065349544,allrecipes,US,5
3426,Secret Sauce Chicken,100,23.2196,1.54927,0.74537,0.57366,1.53757,0.35512,0.01171,0.079219821,allrecipes,US,8
3427,Saucy Chops I,100,16.05459,0.96468,2.20751,0.36968,0.38024,0.13379,0.1866,0.026405568,allrecipes,US,4
3428,Fabulous Beef Tenderloin,100,35.42104,4.00959,0.14384,0.03596,1.98981,0.98891,0.01798,0.122864849,allrecipes,US,6
3429,Portobello Mushroom Pasta,100,46.11019,1.66433,8.0761,0.62754,0.93676,0.1728,0.52749,0.005456828,allrecipes,US,4
3430,Rice and Lentil Casserole,100,48.43945,2.05576,3.196,0.23304,3.00458,1.07366,0.69913,0.069080316,allrecipes,US,4
3431,Hot Sausage Pot,100,15.99989,0.43113,1.8419,0.17724,0.7449,0.26587,0.24431,0.012934039,allrecipes,US,6
3432,Spaghetti With Marinara Sauce,100,13.07114,0.49316,2.67647,0.28728,0.06224,0.00958,0.2394,0.034473348,allrecipes,US,8
3433,Wendy's Quick Pasta and Lentils,100,24.44444,0.95495,4.23423,0.18619,0.42643,0.07808,0.42042,0.016816817,allrecipes,US,6
3434,Lisa's Macaroni and Cheese,100,44.70792,2.29004,4.77787,0.17696,1.77999,0.97327,0.26544,0.029146022,allrecipes,US,8
3435,Island Kielbasa in a Slow Cooker,100,38.42059,0.90062,4.7693,4.52529,1.84561,0.62112,0.03549,0.101153505,allrecipes,US,6
3436,Mango Chicken Piccata,100,68.79279,3.2099,9.04078,5.08018,2.34271,0.39477,0.36241,0.126195623,allrecipes,US,2
3437,Beef Tenderloin Asturias,100,48.36023,2.90161,0.34031,0.10747,3.79717,1.36125,0.08956,0.058211388,allrecipes,US,4
3438,Sharkey's Barbequed Trout,100,20.59892,2.67269,0.6571,0.48729,0.77523,0.14028,0.02215,0.11443844,allrecipes,US,6
3439,Mexican Mac and Cheese,100,23.05739,1.34078,2.25495,0.45201,0.92433,0.34027,0.1422,0.071102082,allrecipes,US,8
3440,Chicana,100,16.73753,1.97519,0.74565,0.45215,0.66633,0.23797,0.22211,0.047594872,allrecipes,US,4
3441,Turkey Mercedes,100,7.01456,0.88724,0.10599,0.04645,0.30488,0.08932,0.00715,0.010480158,allrecipes,US,20
3442,Authentic South Indian Biryani,100,37.10735,1.93735,5.84225,0.6127,0.60839,0.16396,0.233,0.008198136,allrecipes,US,4
3443,Pumpkin Coconut Curry,100,15.44958,1.01642,1.23132,0.25556,0.81894,0.46465,0.18586,0.004065678,allrecipes,US,4
3444,Pork Chop and Roasted Red Pepper Bake,100,27.30659,1.34026,1.70951,0.21882,1.67304,0.52425,0.09117,0.027352173,allrecipes,US,6
3445,Shells with Bacon and Beef Sauce,100,20.27154,1.00041,2.75302,0.19933,0.62808,0.20309,0.21437,0.024822295,allrecipes,US,8
3446,Chicken Savoy,100,32.31498,3.06925,0.19605,0.12845,2.05518,0.55436,0.01352,0.026365781,allrecipes,US,4
3447,Southwestern Vegetarian Pasta,100,21.61624,0.82152,3.70197,0.37482,0.40563,0.1335,0.42616,0.022078342,allrecipes,US,6
3448,Slow Cooker Cider Pork Roast,100,8.13957,0.72044,0.67195,0.40178,0.27363,0.07966,0.06927,0.002424553,allrecipes,US,8
3449,Tangy Chicken II,100,19.0777,1.35993,0.08379,0.01934,1.44372,0.56717,0.00645,0.046405208,allrecipes,US,6
3450,Mashed Potato-Topped Turkey Pot Pie,100,19.41278,1.26425,2.07945,0.11054,0.66321,0.18653,0.22107,0.04835924,allrecipes,US,6
3451,Chicken Curry I,100,18.54365,1.20561,0.52982,0.173,1.31373,0.28653,0.15678,0.004325049,allrecipes,US,6
3452,Snow on the Mountain II,100,18.98696,0.45193,2.49014,0.40946,0.83712,0.28814,0.16379,0.023051259,allrecipes,US,8
3453,Zulandt's Lentil Casserole,100,14.54631,0.70679,1.95026,0.09385,0.43991,0.20236,0.5015,0.016129978,allrecipes,US,8
3454,Honey Glazed Scallops,100,36.43897,5.31787,2.0994,0.86011,0.75837,0.08324,0.0185,0.098958622,allrecipes,US,4
3455,Stir-Fried Sweet and Sour Vegetables,100,13.97476,0.36298,2.34123,1.47612,0.45373,0.0726,0.48397,0.037508016,allrecipes,US,4
3456,Uncle Terry Meat,100,33.58436,1.81877,0.20932,0.16281,2.76769,0.93962,0.0093,0.026048814,allrecipes,US,8
3457,Gunk on Noodles,100,44.85236,2.64393,4.52301,0.77429,1.83187,0.72708,0.41547,0.052878578,allrecipes,US,4
3458,Seafarer's Newburg,100,26.33071,0.87559,2.31181,0.34646,1.6,0.68031,0.16378,0.063622047,allrecipes,US,5
3459,Roaster Yorkshire Chicken,100,35.27139,3.17256,1.90354,0.21928,1.57695,0.3919,0.06532,0.071849136,allrecipes,US,4
3460,Meatloaf Muffins,100,27.54363,2.19043,1.59682,0.60548,1.3475,0.49863,0.08311,0.076576042,allrecipes,US,6
3461,Pasta and Fresh Cilantro Crunchy Stuff,100,16.02753,0.69751,1.16107,0.1137,0.9927,0.39796,0.10058,0.035422379,allrecipes,US,16
3462,Taco Bean Burgers,100,35.67352,1.71233,2.70167,0.60883,2.04053,0.80384,0.35198,0.057553272,allrecipes,US,6
3463,Easy Beef Strogonoff,100,71.36388,2.79758,2.91445,0.29218,5.43447,2.69532,0.19722,0.057704669,allrecipes,US,3
3464,Lima Beans and Ham,100,17.81804,0.93998,2.86146,0.4077,0.37373,0.12458,0.57758,0.037372594,allrecipes,US,4
3465,Stuffed Pork Chops II,100,35.83824,1.82586,3.75736,0.46778,1.56179,0.60359,0.25653,0.083748302,allrecipes,US,4
3466,Farfalle Special,100,71.2204,2.13115,8.95264,0.62842,3.14208,1.68488,0.4918,0.113843352,allrecipes,US,4
3467,Easy As Chicken Pot Pie,100,31.52585,1.5002,2.4351,0.34062,1.78284,0.60878,0.17394,0.015944109,allrecipes,US,6
3468,Chicken Gravy Enchilada Casserole,100,13.9102,1.09388,0.94041,0.06857,0.61388,0.25469,0.10449,0.04277551,allrecipes,US,8
3469,Chicken and Red Bean Enchiladas,100,20.89063,1.34239,1.70552,0.18769,0.98741,0.42026,0.3305,0.038353884,allrecipes,US,6
3470,Fried Rice with Ham,100,29.21414,1.21239,3.38884,0.16068,1.19778,0.29214,0.28484,0.127811861,allrecipes,US,4
3471,Lobster Cocktail With Continental Sauce,100,14.92692,1.78522,0.32533,0.10935,0.6862,0.10662,0.06015,0.05959834,allrecipes,US,4
3472,Sweet and Tangy Glazed Salmon,100,69.67457,2.13485,8.81553,8.55,3.00578,1.40199,0.02124,0.02761492,allrecipes,US,4
3473,Orange Salmon with Rice,100,30.35791,1.75327,3.76111,0.12009,0.831,0.16332,0.07205,0.076375112,allrecipes,US,4
3474,Roast Lamb with Wine Gravy,100,26.89656,2.6305,0.16169,0.02761,1.64061,0.74537,0.01183,0.016958243,allrecipes,US,4
3475,Bucatini Pasta with Shrimp and Anchovies,100,37.70523,2.53363,6.12461,0.0798,0.2926,0.05985,0.32585,0.041894705,allrecipes,US,4
3476,Grilled Tri-Tip,100,17.85496,1.86866,0.21524,0,1.02238,0.40602,0.0587,0.408951938,allrecipes,US,8
3477,Donna's Lasagna,100,14.26674,1.11393,0.92769,0.28815,0.69225,0.34086,0.08434,0.046384471,allrecipes,US,12
3478,Spaghetti Italian,100,17.17151,0.76179,2.40401,0.49329,0.49953,0.16235,0.24352,0.06681278,allrecipes,US,6
3479,Rigatoni Pasta with Chorizo,100,27.18769,1.19834,2.373,0.32682,1.43517,0.61101,0.13736,0.045470693,allrecipes,US,8
3480,Simple,,,,,,,,,0,allrecipes,US,
3481,Ken's Spicy Curry Chicken,100,17.73201,1.24039,0.51576,0.10656,1.42368,1.0912,0.14493,0.030690014,allrecipes,US,6
3482,Ultimate Shrimp Scampi,100,51.78975,2.36062,4.74739,0.24849,2.70065,1.22935,0.60814,0.088277991,allrecipes,US,4
3483,Down Home Chicken,100,16.52215,1.03826,0.81781,0.15408,0.98611,0.25127,0.02608,0.012800516,allrecipes,US,8
3484,Stuffed Zucchini,100,11.24687,0.67982,0.71742,0.17231,0.65476,0.23183,0.11278,0.028508772,allrecipes,US,8
3485,Amazing Pork Chops in Cream Sauce,100,16.50477,1.15864,0.11823,0.02837,1.1681,0.57696,0.01419,0.006147909,allrecipes,US,8
3486,Creamy Macaroni with Asparagus Without the Cream,100,17.89945,0.78529,2.10143,0.1711,0.72387,0.21058,0.18426,0.010090375,allrecipes,US,6
3487,Fried Steak with Peppercorn Gravy Sauce,100,22.65416,2.64075,0.2882,0,1.13271,0.48928,0.02011,0.029490617,allrecipes,US,6
3488,Broiler Casserole,100,18.03374,2.14078,1.64049,0.96568,0.30832,0.07563,0.31995,0.03257708,allrecipes,US,4
3489,Bone-In Ham Cooked in Beer,100,5.84844,0.49881,0.0435,0.03287,0.38764,0.13824,0.00193,0.027453831,allrecipes,US,30
3490,Grilled Montana Trout,100,68.33821,8.39719,0.86459,0,3.48205,1.5989,0.34347,0.027240534,allrecipes,US,2
3491,Penne Pasta with Spinach and Bacon,100,39.81272,1.61715,5.68313,0.31573,1.13971,0.25412,0.50825,0.042353956,allrecipes,US,4
3492,Garlic and Tomato Tilapia,100,43.82731,5.18145,1.4336,0.512,1.88416,1.024,0.24576,0.020480052,allrecipes,US,2
3493,Easy North Carolina Barbeque,100,14.46297,0.75375,0.13529,0.09019,1.20793,0.59913,0.02255,0.052504767,allrecipes,US,10
3494,Slow Cooker Machaca,100,14.84039,1.5104,0.18188,0.03163,0.85668,0.30841,0.03163,0.028204655,allrecipes,US,10
3495,Manuela's Fish Cakes,100,30.62468,1.62341,2.75919,0.5114,1.45096,0.49951,0.23786,0.041625784,allrecipes,US,4
3496,Three Bean Casserole,100,19.013,0.81484,1.98487,0.59546,0.93498,0.3813,0.3813,0.065291881,allrecipes,US,8
3497,Vegan Lasagna I,100,11.83772,0.75289,1.61929,0.28726,0.36602,0.05328,0.25482,0.024787396,allrecipes,US,8
3498,Blissful Rosemary Chicken,100,47.55283,3.71507,0.36089,0.08492,3.16311,1.05083,0.06369,0.067932619,allrecipes,US,4
3499,Jamzetti,100,25.93759,1.20091,2.72172,0.39866,1.13692,0.51678,0.2264,0.06004528,allrecipes,US,8
3500,Cherry Cola Chicken,100,22.68041,1.20919,2.24227,1.99742,0.98368,0.27921,0.01074,0.024699313,allrecipes,US,6
3501,Grilled Fish Tacos with Chipotle-Lime Dressing,100,19.70873,1.07071,1.824,0.33164,0.90963,0.2511,0.28426,0.03032112,allrecipes,US,6
3502,Seafood Marinara Pasta,100,32.35268,2.47988,3.83221,0.28005,0.61905,0.10686,0.24688,0.034637267,allrecipes,US,4
3503,Chicken and Snow Pea Pasta,100,48.43812,3.42392,4.5832,0.44933,1.87821,0.36845,0.41339,0.031453323,allrecipes,US,4
3504,Penne with Shrimp,100,19.91033,1.26702,2.50818,0.19135,0.43958,0.13446,0.181,0.020686053,allrecipes,US,8
3505,Cordon Bleu Chicken Rolls,100,23.67929,2.41761,0.69548,0.07176,1.20328,0.66788,0.01104,0.032565918,allrecipes,US,6
3506,Easy BBQ Flank Steak with Chipotle Mayo,100,32.10958,0.85404,0.85958,0.57675,2.85049,0.48248,0.07764,0.087067436,allrecipes,US,8
3507,Peachy Pork Chops,100,29.47768,2.0057,3.67711,3.52517,0.71415,0.18234,0.12156,0.006837607,allrecipes,US,4
3508,Dad's Pad Thai,100,40.37941,1.34355,4.55637,1.10258,2.04453,0.3724,0.51113,0.10368672,allrecipes,US,4
3509,Pumpkin Seed Pasta,100,28.65212,1.15575,3.47467,0.51656,1.23379,0.53142,0.35304,0.012263555,allrecipes,US,5
3510,Cranberry Pot Roast by Michelle,100,22.99847,1.24575,1.0166,0.67079,1.50823,0.58746,0.07083,0.017915472,allrecipes,US,8
3511,Chicken a la King I,100,18.48843,1.26085,0.72741,0.23035,1.16386,0.63043,0.0788,0.044251006,allrecipes,US,7
3512,Nat's Shrimp and Veggie Stuffed Zucchini,100,19.04422,1.24108,0.92725,0.37803,1.24108,0.27104,0.22111,0.027104137,allrecipes,US,4
3513,Vegetable Pasta Casserole,100,16.33901,0.80253,2.77763,0.49498,0.2595,0.12495,0.1682,0.010572298,allrecipes,US,8
3514,Bacon and Roquefort Stuffed Burgers,100,45.74225,3.3279,1.88581,0.16966,2.66884,1.14845,0.14356,0.082218597,allrecipes,US,4
3515,Bum's Lunch,100,21.94104,1.25858,2.746,0.2221,0.67304,0.18845,0.35671,0.012787724,allrecipes,US,4
3516,Fish Taquitos,100,23.23141,0.81057,0.90827,0.02895,1.85634,0.34739,0.12665,0.010855799,allrecipes,US,6
3517,Vietnamese Caramelized Pork,100,49.94944,2.27319,4.31831,3.92297,2.63812,0.88951,0.05322,0.007602655,allrecipes,US,4
3518,Sweet Garlic Tomato Beef Pasta,100,17.57305,0.97628,2.3146,0.50441,0.46373,0.17085,0.15865,0.037830868,allrecipes,US,8
3519,Quick and Easy Tuna Casserole,100,34.54406,2.1628,3.63675,0.50145,1.23082,0.60781,0.25832,0.093198061,allrecipes,US,5
3520,Meatloaf Roll,100,12.28807,0.89099,0.57851,0.20269,0.71364,0.29981,0.10134,0.03040348,allrecipes,US,8
3521,Sausage Smothered in Red Cabbage,100,25.7418,0.94266,1.13844,0.63086,1.97958,0.71787,0.22479,0.166777852,allrecipes,US,5
3522,Almond Crusted Pork with Apple-Rosemary Sauce,100,20.52446,1.08877,0.80152,0.46331,1.51038,0.62546,0.18069,0.004633062,allrecipes,US,8
3523,Broiled Scallops,100,36.11111,5.06614,0.89947,0.02646,1.24339,0.66138,0.01323,0.294973545,allrecipes,US,3
3524,Pork Barbeque,100,7.49676,0.75933,0.19948,0.09331,0.36679,0.1287,0.03217,0.003860992,allrecipes,US,12
3525,'No Beer Available' Bratwurst,100,14.03373,0.42978,1.26304,0.9619,0.80402,0.27483,0.09941,0.039177506,allrecipes,US,6
3526,Pasta with Mushroom and Zucchini Sauce,100,10.50295,0.38995,1.61387,0.21063,0.33302,0.18501,0.16224,0.001707796,allrecipes,US,8
3527,Grilled Teriyaki Beer Chicken,100,13.19899,1.39358,0.43249,0.31075,0.59908,0.14096,0.04485,0.112768104,allrecipes,US,10
3528,Grilled Macadamia-Crusted Tuna with Papaya Salsa,100,35.86396,3.06424,0.94126,0.49468,2.22604,0.39849,0.25421,0.00824459,allrecipes,US,4
3529,Adriel's Chinese Curry Chicken,100,21.89166,1.83194,2.18917,0.30227,0.64118,0.20151,0.29311,0.067781706,allrecipes,US,4
3530,Spinach Gnocchi with Gorgonzola Cream Sauce,100,52.51251,1.78201,2.71093,0.10111,3.81679,2.30651,0.20221,0.044866286,allrecipes,US,4
3531,Quick Pasta Primavera,100,21.45161,1.034,2.84735,0.92597,0.70219,0.39354,0.25464,0.01234625,allrecipes,US,5
3532,Easy Chicken and Broccoli Casserole,100,15.88221,1.0816,1.23037,0.15681,0.72375,0.28146,0.07237,0.028145682,allrecipes,US,8
3533,Tex-Mex Patty Melts,100,81.74613,4.41263,4.18786,0.4732,5.22891,1.7272,0.33124,0.185732876,allrecipes,US,3
3534,Breaded Beef,100,21.43339,1.56269,1.24314,0.11691,1.09115,0.30007,0.07794,0.045204962,allrecipes,US,10
3535,Hawaiian Spareribs,100,25.71475,1.60039,1.10129,0.90056,1.63837,0.59676,0.0217,0.035805349,allrecipes,US,6
3536,Caribbean Pasta with Shrimp,100,29.11208,2.4099,2.57298,0.82746,0.89994,0.16308,0.16912,0.047714822,allrecipes,US,4
3537,Easy Homemade Beef and Ricotta Ravioli,100,62.36925,4.13525,5.47799,0.10703,2.55899,1.25517,0.17514,0.07978594,allrecipes,US,3
3538,Orange Salmon II,100,47.13243,4.13973,3.36809,2.71116,1.68926,0.33368,0.07299,0.009384776,allrecipes,US,2
3539,Jamie's Black Beans and Rice,100,29.13632,0.42456,3.86264,0.14984,1.34027,0.49116,0.19979,0.000832466,allrecipes,US,4
3540,Indian-Style Salmon Fry,100,67.44961,7.18581,0.96986,0.38795,4.15278,0.74944,0.19397,0.156941579,allrecipes,US,2
3541,Halibut with Vegetables,100,15.29968,1.78759,0.4469,0.22082,0.63091,0.06835,0.11041,0.015772871,allrecipes,US,6
3542,Blazing Steak,100,16.67965,1.68164,0.62891,0.10937,0.79297,0.21875,0.06836,0.017773403,allrecipes,US,6
3543,Swiss Cheese Meatloaf,100,64.17512,4.57816,2.44573,0.40425,3.90104,1.84946,0.07074,0.078829284,allrecipes,US,4
3544,Beef in Bay Leaf Gravy,100,18.59098,1.40932,0.17092,0.05098,1.33135,0.6087,0.02399,0.004797673,allrecipes,US,8
3545,Baked Ziti I,100,18.23804,0.88035,1.84274,0.45122,0.79831,0.40073,0.18932,0.028713871,allrecipes,US,10
3546,Ginny's Cheezy Macaroni,100,30.39574,1.56283,2.84753,0.52315,1.39728,0.72182,0.00662,0.049666243,allrecipes,US,6
3547,Quick Gnocchi,100,87.37423,2.799,17.26681,0.24586,0.66193,0.18912,0.79431,0.232619714,allrecipes,US,2
3548,Vegetable and Tofu Stir-fry,100,12.76389,0.80739,1.42481,0.91425,0.55805,0.08311,0.36807,0.030277125,allrecipes,US,4
3549,Daddy's Sausage and Peppers,100,22.44787,1.08745,0.81668,0.32318,1.6421,0.52844,0.16596,0.06376242,allrecipes,US,6
3550,No-Tomatoes-Required Italian Seasoned Stir Fry,100,21.32867,2.45788,1.03596,0.42657,0.80236,0.15235,0.1625,0.039610396,allrecipes,US,4
3551,Porketta Roast,100,21.78518,2.2222,0.09828,0.00546,1.33223,0.48048,0.04914,0.009827902,allrecipes,US,5
3552,Easy Grilled Tri Tip,100,24.94957,3.11488,0.04573,0.00508,1.29067,0.39635,0.00508,0.026931305,allrecipes,US,8
3553,Chicken Texas Style,100,57.49574,4.20784,0.68995,0.11073,4.13969,2.04429,0.05963,0.132879046,allrecipes,US,4
3554,Red Pepper-Salmon Pasta,100,38.74871,2.94271,3.38137,0.21019,1.45308,0.33814,0.20105,0.047522002,allrecipes,US,4
3555,Easiest Slow Cooker French Dip,100,25.77689,1.59571,2.4038,0.17389,1.02289,0.42961,0.12275,0.04978076,allrecipes,US,8
3556,Summer Special Shrimp and Fruit Fried Rice,100,47.22786,2.70901,6.08129,1.48636,1.39846,0.2717,0.47947,0.058335598,allrecipes,US,2
3557,Tasty Baked Meatballs,100,30.38701,2.33099,1.28675,0.13857,1.70741,0.63348,0.07424,0.056913788,allrecipes,US,6
3558,Laurie's Shepherd's Pie,100,25.55589,0.89073,2.51828,0.31712,1.35707,0.51765,0.1912,0.02191837,allrecipes,US,6
3559,Rabbit Casserole,100,34.90401,3.0541,2.02142,0.50222,1.55373,0.4928,0.23227,0.044571672,allrecipes,US,4
3560,Chicken Mexicala,100,26.10619,1.93426,2.067,0.34134,1.1378,0.47408,0.25284,0.048040455,allrecipes,US,6
3561,Baked Round Steak in Barbeque Sauce,100,28.14334,3.11941,0.28982,0.2555,1.53682,0.55677,0.00763,0.030507686,allrecipes,US,6
3562,Grilled Chipotle Marinated Chicken,100,8.72732,0.79618,0.31898,0.13525,0.44913,0.12249,0.03062,0.029601427,allrecipes,US,12
3563,Easy Rice Breakfast Treat,100,23.74207,0.63844,4.71516,0.8047,0.20616,0.11306,0.0665,0.00332522,allrecipes,US,4
3564,Marinated Teriyaki Chicken,100,25.61326,2.2214,0.79053,0.37946,0.68776,0.11067,0.08696,0.013439054,allrecipes,US,4
3565,Dol Sot Bi Bim Bap,100,18.88568,0.72157,2.43478,0.88684,0.75785,0.18341,0.26202,0.030636329,allrecipes,US,6
3566,Mushroom Melt Stuffed Chicken,100,13.5946,1.31571,0.30627,0.0375,0.75005,0.35002,0.03438,0.039377461,allrecipes,US,12
